# 2023-09-28T16:39:49 (5.000000,5.000000)
geo lon (deg), geo lat (deg), alt (km), mag lon (deg), mag lat (deg)
-10.000000,-80.000000,80.000000,34.463673,-67.200516
-5.000000,-80.000000,80.000000,36.361847,-67.603294
0.000000,-80.000000,80.000000,38.233250,-68.036362
5.000000,-80.000000,80.000000,40.071938,-68.499153
10.000000,-80.000000,80.000000,41.871216,-68.991791
15.000000,-80.000000,80.000000,43.624302,-69.514214
20.000000,-80.000000,80.000000,45.324100,-70.066437
25.000000,-80.000000,80.000000,46.963158,-70.648468
30.000000,-80.000000,80.000000,48.533169,-71.260269
35.000000,-80.000000,80.000000,50.024559,-71.901649
40.000000,-80.000000,80.000000,51.426533,-72.572128
45.000000,-80.000000,80.000000,52.726315,-73.270897
50.000000,-80.000000,80.000000,53.909004,-73.997002
55.000000,-80.000000,80.000000,54.955189,-74.748703
60.000000,-80.000000,80.000000,55.841221,-75.523857
65.000000,-80.000000,80.000000,56.537216,-76.319679
70.000000,-80.000000,80.000000,57.005295,-77.132820
75.000000,-80.000000,80.000000,57.196339,-77.958855
80.000000,-80.000000,80.000000,57.046169,-78.792023
85.000000,-80.000000,80.000000,56.467392,-79.624649
90.000000,-80.000000,80.000000,55.351055,-80.447571
95.000000,-80.000000,80.000000,53.562862,-81.249191
100.000000,-80.000000,80.000000,50.934147,-82.013557
105.000000,-80.000000,80.000000,47.268070,-82.720146
110.000000,-80.000000,80.000000,42.366665,-83.342499
115.000000,-80.000000,80.000000,36.098686,-83.848000
120.000000,-80.000000,80.000000,28.520109,-84.200249
125.000000,-80.000000,80.000000,20.002104,-84.366409
130.000000,-80.000000,80.000000,11.233121,-84.328056
135.000000,-80.000000,80.000000,3.002923,-84.089058
140.000000,-80.000000,80.000000,-4.098835,-83.673531
145.000000,-80.000000,80.000000,-9.822231,-83.116234
150.000000,-80.000000,80.000000,-14.193886,-82.452309
155.000000,-80.000000,80.000000,-17.380850,-81.711830
160.000000,-80.000000,80.000000,-19.587244,-80.918365
165.000000,-80.000000,80.000000,-21.003101,-80.089806
170.000000,-80.000000,80.000000,-21.786366,-79.239609
175.000000,-80.000000,80.000000,-22.062231,-78.378059
-180.000000,-75.000000,80.000000,-44.356785,-76.141830
-175.000000,-75.000000,80.000000,-41.902740,-74.992722
-170.000000,-75.000000,80.000000,-39.426174,-73.871490
-165.000000,-75.000000,80.000000,-36.933651,-72.779610
-160.000000,-75.000000,80.000000,-34.430599,-71.718590
-155.000000,-75.000000,80.000000,-31.921696,-70.689980
-150.000000,-75.000000,80.000000,-29.411205,-69.695366
-145.000000,-75.000000,80.000000,-26.902847,-68.736488
-140.000000,-75.000000,80.000000,-24.400120,-67.815300
-135.000000,-75.000000,80.000000,-21.906366,-66.933945
-130.000000,-75.000000,80.000000,-19.425463,-66.094818
-125.000000,-75.000000,80.000000,-16.959524,-65.300690
-120.000000,-75.000000,80.000000,-14.510787,-64.554527
-115.000000,-75.000000,80.000000,-12.080940,-63.859600
-110.000000,-75.000000,80.000000,-9.671390,-63.219357
-105.000000,-75.000000,80.000000,-7.282259,-62.637371
-100.000000,-75.000000,80.000000,-4.911920,-62.117184
-95.000000,-75.000000,80.000000,-2.558514,-61.661945
-90.000000,-75.000000,80.000000,-0.218936,-61.274639
-85.000000,-75.000000,80.000000,2.110313,-60.957836
-80.000000,-75.000000,80.000000,4.434611,-60.712475
-75.000000,-75.000000,80.000000,6.759782,-60.539589
-70.000000,-75.000000,80.000000,9.090979,-60.438404
-65.000000,-75.000000,80.000000,11.434130,-60.407513
-60.000000,-75.000000,80.000000,13.794764,-60.444305
-55.000000,-75.000000,80.000000,16.177299,-60.545181
-50.000000,-75.000000,80.000000,18.584776,-60.705963
-45.000000,-75.000000,80.000000,21.019688,-60.922230
-40.000000,-75.000000,80.000000,23.482864,-61.188210
-35.000000,-75.000000,80.000000,25.973223,-61.499668
-30.000000,-75.000000,80.000000,28.487606,-61.851734
-25.000000,-75.000000,80.000000,31.022467,-62.240440
-20.000000,-75.000000,80.000000,33.572937,-62.662109
-15.000000,-75.000000,80.000000,36.132961,-63.114174
-10.000000,-75.000000,80.000000,38.695839,-63.595360
-5.000000,-75.000000,80.000000,41.254967,-64.104919
0.000000,-75.000000,80.000000,43.803997,-64.643021
5.000000,-75.000000,80.000000,46.337212,-65.210030
10.000000,-75.000000,80.000000,48.849354,-65.808037
15.000000,-75.000000,80.000000,51.336323,-66.438972
20.000000,-75.000000,80.000000,53.795128,-67.104973
25.000000,-75.000000,80.000000,56.224068,-67.808243
30.000000,-75.000000,80.000000,58.622490,-68.551056
35.000000,-75.000000,80.000000,60.990292,-69.335358
40.000000,-75.000000,80.000000,63.328300,-70.162582
45.000000,-75.000000,80.000000,65.637817,-71.033722
50.000000,-75.000000,80.000000,67.921570,-71.949577
55.000000,-75.000000,80.000000,70.180107,-72.909775
60.000000,-75.000000,80.000000,72.414345,-73.913612
65.000000,-75.000000,80.000000,74.624397,-74.959816
70.000000,-75.000000,80.000000,76.809792,-76.046875
75.000000,-75.000000,80.000000,78.967155,-77.172554
80.000000,-75.000000,80.000000,81.088882,-78.333992
85.000000,-75.000000,80.000000,83.155647,-79.527855
90.000000,-75.000000,80.000000,85.131332,-80.750717
95.000000,-75.000000,80.000000,86.985817,-81.999382
100.000000,-75.000000,80.000000,88.647232,-83.269035
105.000000,-75.000000,80.000000,89.969383,-84.555359
110.000000,-75.000000,80.000000,90.617859,-85.853317
115.000000,-75.000000,80.000000,89.641396,-87.155151
120.000000,-75.000000,80.000000,82.963463,-88.437782
125.000000,-75.000000,80.000000,29.970915,-89.450706
130.000000,-75.000000,80.000000,-48.183292,-88.695206
135.000000,-75.000000,80.000000,-57.815769,-87.425064
140.000000,-75.000000,80.000000,-59.339809,-86.122406
145.000000,-75.000000,80.000000,-58.804173,-84.819954
150.000000,-75.000000,80.000000,-57.443783,-83.526581
155.000000,-75.000000,80.000000,-55.666710,-82.246895
160.000000,-75.000000,80.000000,-53.644913,-80.984032
165.000000,-75.000000,80.000000,-51.461536,-79.740318
170.000000,-75.000000,80.000000,-49.157650,-78.517456
175.000000,-75.000000,80.000000,-46.779011,-77.317299
-180.000000,-70.000000,80.000000,-61.207294,-73.111076
-175.000000,-70.000000,80.000000,-57.206436,-71.865547
-170.000000,-70.000000,80.000000,-53.377289,-70.644585
-165.000000,-70.000000,80.000000,-49.686607,-69.450806
-160.000000,-70.000000,80.000000,-46.109726,-68.286423
-155.000000,-70.000000,80.000000,-42.628490,-67.153381
-150.000000,-70.000000,80.000000,-39.229633,-66.053429
-145.000000,-70.000000,80.000000,-35.903534,-64.988388
-140.000000,-70.000000,80.000000,-32.643665,-63.960220
-135.000000,-70.000000,80.000000,-29.445837,-62.971210
-130.000000,-70.000000,80.000000,-26.308722,-62.024101
-125.000000,-70.000000,80.000000,-23.230682,-61.122196
-120.000000,-70.000000,80.000000,-20.211391,-60.269646
-115.000000,-70.000000,80.000000,-17.250710,-59.471333
-110.000000,-70.000000,80.000000,-14.348955,-58.732628
-105.000000,-70.000000,80.000000,-11.504755,-58.060085
-100.000000,-70.000000,80.000000,-8.714820,-57.459942
-95.000000,-70.000000,80.000000,-5.974280,-56.939186
-90.000000,-70.000000,80.000000,-3.276731,-56.503101
-85.000000,-70.000000,80.000000,-0.615342,-56.158428
-80.000000,-70.000000,80.000000,2.022084,-55.907978
-75.000000,-70.000000,80.000000,4.647657,-55.754601
-70.000000,-70.000000,80.000000,7.273181,-55.697697
-65.000000,-70.000000,80.000000,9.911972,-55.735142
-60.000000,-70.000000,80.000000,12.576488,-55.862064
-55.000000,-70.000000,80.000000,15.277641,-56.071930
-50.000000,-70.000000,80.000000,18.024887,-56.355957
-45.000000,-70.000000,80.000000,20.822723,-56.704697
-40.000000,-70.000000,80.000000,23.677284,-57.108212
-35.000000,-70.000000,80.000000,26.586151,-57.556705
-30.000000,-70.000000,80.000000,29.546839,-58.041298
-25.000000,-70.000000,80.000000,32.553192,-58.554512
-20.000000,-70.000000,80.000000,35.597809,-59.089760
-15.000000,-70.000000,80.000000,38.670784,-59.642700
-10.000000,-70.000000,80.000000,41.761818,-60.211662
-5.000000,-70.000000,80.000000,44.861038,-60.796272
0.000000,-70.000000,80.000000,47.959164,-61.397781
5.000000,-70.000000,80.000000,51.049316,-62.018383
10.000000,-70.000000,80.000000,54.126003,-62.662846
15.000000,-70.000000,80.000000,57.187008,-63.336002
20.000000,-70.000000,80.000000,60.233097,-64.042915
25.000000,-70.000000,80.000000,63.268372,-64.788597
30.000000,-70.000000,80.000000,66.300377,-65.577988
35.000000,-70.000000,80.000000,69.339333,-66.415192
40.000000,-70.000000,80.000000,72.398735,-67.303223
45.000000,-70.000000,80.000000,75.495346,-68.243980
50.000000,-70.000000,80.000000,78.651375,-69.238609
55.000000,-70.000000,80.000000,81.889458,-70.286255
60.000000,-70.000000,80.000000,85.238533,-71.385063
65.000000,-70.000000,80.000000,88.734085,-72.531960
70.000000,-70.000000,80.000000,92.422218,-73.722992
75.000000,-70.000000,80.000000,96.360954,-74.952599
80.000000,-70.000000,80.000000,100.626205,-76.213448
85.000000,-70.000000,80.000000,105.325127,-77.496643
90.000000,-70.000000,80.000000,110.610023,-78.790657
95.000000,-70.000000,80.000000,116.690941,-80.080757
100.000000,-70.000000,80.000000,123.902267,-81.344894
105.000000,-70.000000,80.000000,132.765594,-82.550156
110.000000,-70.000000,80.000000,144.032333,-83.644455
115.000000,-70.000000,80.000000,158.624390,-84.544327
120.000000,-70.000000,80.000000,177.044189,-85.127678
125.000000,-70.000000,80.000000,-161.984573,-85.268265
130.000000,-70.000000,80.000000,-141.751938,-84.928009
135.000000,-70.000000,80.000000,-124.872566,-84.194771
140.000000,-70.000000,80.000000,-111.684944,-83.202263
145.000000,-70.000000,80.000000,-101.381485,-82.056709
150.000000,-70.000000,80.000000,-93.084846,-80.826187
155.000000,-70.000000,80.000000,-86.146446,-79.551765
160.000000,-70.000000,80.000000,-80.132996,-78.257706
165.000000,-70.000000,80.000000,-74.781624,-76.957878
170.000000,-70.000000,80.000000,-69.920372,-75.662163
175.000000,-70.000000,80.000000,-65.424576,-74.378059
-180.000000,-65.000000,80.000000,-72.603165,-69.110802
-175.000000,-65.000000,80.000000,-67.814720,-67.869438
-170.000000,-65.000000,80.000000,-63.250263,-66.641396
-165.000000,-65.000000,80.000000,-58.872002,-65.431519
-160.000000,-65.000000,80.000000,-54.649799,-64.243660
-155.000000,-65.000000,80.000000,-50.560001,-63.080894
-150.000000,-65.000000,80.000000,-46.584179,-61.945534
-145.000000,-65.000000,80.000000,-42.708530,-60.839767
-140.000000,-65.000000,80.000000,-38.923374,-59.764690
-135.000000,-65.000000,80.000000,-35.222347,-58.722748
-130.000000,-65.000000,80.000000,-31.603760,-57.717148
-125.000000,-65.000000,80.000000,-28.066080,-56.750999
-120.000000,-65.000000,80.000000,-24.610355,-55.829807
-115.000000,-65.000000,80.000000,-21.238350,-54.959362
-110.000000,-65.000000,80.000000,-17.952765,-54.147594
-105.000000,-65.000000,80.000000,-14.754549,-53.403549
-100.000000,-65.000000,80.000000,-11.641102,-52.738125
-95.000000,-65.000000,80.000000,-8.608422,-52.162148
-90.000000,-65.000000,80.000000,-5.648401,-51.686981
-85.000000,-65.000000,80.000000,-2.751643,-51.323711
-80.000000,-65.000000,80.000000,0.099975,-51.080257
-75.000000,-65.000000,80.000000,2.924049,-50.961475
-70.000000,-65.000000,80.000000,5.741047,-50.968639
-65.000000,-65.000000,80.000000,8.571948,-51.099197
-60.000000,-65.000000,80.000000,11.439845,-51.346107
-55.000000,-65.000000,80.000000,14.362967,-51.697258
-50.000000,-65.000000,80.000000,17.356405,-52.138264
-45.000000,-65.000000,80.000000,20.431530,-52.653263
-40.000000,-65.000000,80.000000,23.595123,-53.224518
-35.000000,-65.000000,80.000000,26.847651,-53.836098
-30.000000,-65.000000,80.000000,30.183456,-54.473019
-25.000000,-65.000000,80.000000,33.593349,-55.123066
-20.000000,-65.000000,80.000000,37.064724,-55.776001
-15.000000,-65.000000,80.000000,40.582672,-56.425621
-10.000000,-65.000000,80.000000,44.130676,-57.069866
-5.000000,-65.000000,80.000000,47.693192,-57.708748
0.000000,-65.000000,80.000000,51.256012,-58.345158
5.000000,-65.000000,80.000000,54.808506,-58.983177
10.000000,-65.000000,80.000000,58.344193,-59.631752
15.000000,-65.000000,80.000000,61.861115,-60.299152
20.000000,-65.000000,80.000000,65.362358,-60.994164
25.000000,-65.000000,80.000000,68.856583,-61.725292
30.000000,-65.000000,80.000000,72.358101,-62.500549
35.000000,-65.000000,80.000000,75.885376,-63.326420
40.000000,-65.000000,80.000000,79.461655,-64.207176
45.000000,-65.000000,80.000000,83.114449,-65.145096
50.000000,-65.000000,80.000000,86.878609,-66.140587
55.000000,-65.000000,80.000000,90.788589,-67.190796
60.000000,-65.000000,80.000000,94.886162,-68.290970
65.000000,-65.000000,80.000000,99.219727,-69.434151
70.000000,-65.000000,80.000000,103.848228,-70.611450
75.000000,-65.000000,80.000000,108.839615,-71.811333
80.000000,-65.000000,80.000000,114.273506,-73.019241
85.000000,-65.000000,80.000000,120.248093,-74.217781
90.000000,-65.000000,80.000000,126.880028,-75.385544
95.000000,-65.000000,80.000000,134.305984,-76.496590
100.000000,-65.000000,80.000000,142.660339,-77.518089
105.000000,-65.000000,80.000000,152.059296,-78.411400
110.000000,-65.000000,80.000000,162.547104,-79.132797
115.000000,-65.000000,80.000000,174.032990,-79.637505
120.000000,-65.000000,80.000000,-173.773239,-79.887718
125.000000,-65.000000,80.000000,-161.343994,-79.862579
130.000000,-65.000000,80.000000,-149.214157,-79.565895
135.000000,-65.000000,80.000000,-137.818527,-79.024536
140.000000,-65.000000,80.000000,-127.395760,-78.279427
145.000000,-65.000000,80.000000,-118.000862,-77.373878
150.000000,-65.000000,80.000000,-109.570145,-76.347458
155.000000,-65.000000,80.000000,-101.985458,-75.233513
160.000000,-65.000000,80.000000,-95.115654,-74.059074
165.000000,-65.000000,80.000000,-88.839073,-72.845085
170.000000,-65.000000,80.000000,-83.050560,-71.607658
175.000000,-65.000000,80.000000,-77.662460,-70.359573
-180.000000,-60.000000,80.000000,-80.395111,-64.606239
-175.000000,-60.000000,80.000000,-75.264343,-63.404907
-170.000000,-60.000000,80.000000,-70.346497,-62.206104
-165.000000,-60.000000,80.000000,-65.610390,-61.015804
-160.000000,-60.000000,80.000000,-61.029716,-59.840897
-155.000000,-60.000000,80.000000,-56.582211,-58.685349
-150.000000,-60.000000,80.000000,-52.249626,-57.552158
-145.000000,-60.000000,80.000000,-48.018200,-56.443489
-140.000000,-60.000000,80.000000,-43.877930,-55.360847
-135.000000,-60.000000,80.000000,-39.822861,-54.306049
-130.000000,-60.000000,80.000000,-35.851955,-53.280197
-125.000000,-60.000000,80.000000,-31.965990,-52.286587
-120.000000,-60.000000,80.000000,-28.169172,-51.329155
-115.000000,-60.000000,80.000000,-24.467197,-50.414513
-110.000000,-60.000000,80.000000,-20.867765,-49.551231
-105.000000,-60.000000,80.000000,-17.376678,-48.751938
-100.000000,-60.000000,80.000000,-13.995696,-48.030869
-95.000000,-60.000000,80.000000,-10.723146,-47.405605
-90.000000,-60.000000,80.000000,-7.552912,-46.893517
-85.000000,-60.000000,80.000000,-4.474629,-46.513367
-80.000000,-60.000000,80.000000,-1.466279,-46.279282
-75.000000,-60.000000,80.000000,1.496655,-46.201591
-70.000000,-60.000000,80.000000,4.442773,-46.284470
-65.000000,-60.000000,80.000000,7.403130,-46.525570
-60.000000,-60.000000,80.000000,10.409301,-46.913815
-55.000000,-60.000000,80.000000,13.489666,-47.431782
-50.000000,-60.000000,80.000000,16.668491,-48.057339
-45.000000,-60.000000,80.000000,19.961138,-48.765247
-40.000000,-60.000000,80.000000,23.380548,-49.528973
-35.000000,-60.000000,80.000000,26.923569,-50.323734
-30.000000,-60.000000,80.000000,30.585131,-51.128708
-25.000000,-60.000000,80.000000,34.350590,-51.925640
-20.000000,-60.000000,80.000000,38.202309,-52.700516
-15.000000,-60.000000,80.000000,42.118187,-53.444798
-10.000000,-60.000000,80.000000,46.074318,-54.155880
-5.000000,-60.000000,80.000000,50.048203,-54.834522
0.000000,-60.000000,80.000000,54.019684,-55.485359
5.000000,-60.000000,80.000000,57.972176,-56.114906
10.000000,-60.000000,80.000000,61.896034,-56.736332
15.000000,-60.000000,80.000000,65.788109,-57.361721
20.000000,-60.000000,80.000000,69.652473,-58.004593
25.000000,-60.000000,80.000000,73.500984,-58.677780
30.000000,-60.000000,80.000000,77.353577,-59.392769
35.000000,-60.000000,80.000000,81.235306,-60.158997
40.000000,-60.000000,80.000000,85.176224,-60.982239
45.000000,-60.000000,80.000000,89.210876,-61.864899
50.000000,-60.000000,80.000000,93.380638,-62.806488
55.000000,-60.000000,80.000000,97.724037,-63.801598
60.000000,-60.000000,80.000000,102.284065,-64.842186
65.000000,-60.000000,80.000000,107.106819,-65.917152
70.000000,-60.000000,80.000000,112.243164,-67.012993
75.000000,-60.000000,80.000000,117.744446,-68.113342
80.000000,-60.000000,80.000000,123.661079,-69.199081
85.000000,-60.000000,80.000000,130.045685,-70.248940
90.000000,-60.000000,80.000000,136.946320,-71.239227
95.000000,-60.000000,80.000000,144.403183,-72.144577
100.000000,-60.000000,80.000000,152.426437,-72.937347
105.000000,-60.000000,80.000000,160.996613,-73.590279
110.000000,-60.000000,80.000000,170.048782,-74.078239
