# 2023-05-18T17:50:50
geo lon (deg), geo lat (deg), alt (km), mag lon (deg), mag lat (deg)
-165.0, -65.0, 500.0, -59.65446090698242, -66.33600616455078
-160.0, -65.0, 500.0, -55.397560119628906, -65.20811462402344
-155.0, -65.0, 500.0, -51.280216217041016, -64.10466003417969
-150.0, -65.0, 500.0, -47.28476333618164, -63.02903366088867
-145.0, -65.0, 500.0, -43.3978271484375, -61.98439025878906
-140.0, -65.0, 500.0, -39.609596252441406, -60.973873138427734
-135.0, -65.0, 500.0, -35.9131965637207, -60.00083541870117
-130.0, -65.0, 500.0, -32.30402755737305, -59.06901550292969
-125.0, -65.0, 500.0, -28.77910614013672, -58.18272399902344
-120.0, -65.0, 500.0, -25.336406707763672, -57.346946716308594
-115.0, -65.0, 500.0, -21.97418785095215, -56.56742858886719
-110.0, -65.0, 500.0, -18.690370559692383, -55.85060501098633
-105.0, -65.0, 500.0, -15.48196029663086, -55.20349884033203
-100.0, -65.0, 500.0, -12.344571113586426, -54.6334342956543
-95.0, -65.0, 500.0, -9.272056579589844, -54.14771270751953
-90.0, -65.0, 500.0, -6.256289005279541, -53.753135681152344
-85.0, -65.0, 500.0, -3.2870993614196777, -53.45552062988281
-80.0, -65.0, 500.0, -0.35237735509872437, -53.25917053222656
-75.0, -65.0, 500.0, 2.561654567718506, -53.166412353515625
-70.0, -65.0, 500.0, 5.470004081726074, -53.17721939086914
-65.0, -65.0, 500.0, 8.388321876525879, -53.28899383544922
-60.0, -65.0, 500.0, 11.332188606262207, -53.49651336669922
-55.0, -65.0, 500.0, 14.316315650939941, -53.7921257019043
-50.0, -65.0, 500.0, 17.35370635986328, -54.16609191894531
-45.0, -65.0, 500.0, 20.45485496520996, -54.6071662902832
-40.0, -65.0, 500.0, 23.627065658569336, -55.103275299072266
-35.0, -65.0, 500.0, 26.87395477294922, -55.642276763916016
-30.0, -65.0, 500.0, 30.195249557495117, -56.212730407714844
-25.0, -65.0, 500.0, 33.586910247802734, -56.80458068847656
-20.0, -65.0, 500.0, 37.04161834716797, -57.40970230102539
-15.0, -65.0, 500.0, 40.549556732177734, -58.02226257324219
-10.0, -65.0, 500.0, 44.099456787109375, -58.63887405395508
-5.0, -65.0, 500.0, 47.67975616455078, -59.258541107177734
0.0, -65.0, 500.0, 51.27975845336914, -59.882469177246094
5.0, -65.0, 500.0, 54.89067459106445, -60.513694763183594
10.0, -65.0, 500.0, 58.5064811706543, -61.15670394897461
15.0, -65.0, 500.0, 62.12455368041992, -61.816986083984375
20.0, -65.0, 500.0, 65.74610900878906, -62.500614166259766
25.0, -65.0, 500.0, 69.37651062011719, -63.21381378173828
30.0, -65.0, 500.0, 73.02547454833984, -63.962589263916016
35.0, -65.0, 500.0, 76.70726776123047, -64.7523193359375
40.0, -65.0, 500.0, 80.44097900390625, -65.58735656738281
45.0, -65.0, 500.0, 84.2508316040039, -66.47068786621094
50.0, -65.0, 500.0, 88.16666412353516, -67.40350341796875
55.0, -65.0, 500.0, 92.22451782226562, -68.38490295410156
60.0, -65.0, 500.0, 96.46748352050781, -69.41154479980469
65.0, -65.0, 500.0, 100.94667053222656, -70.47742462158203
70.0, -65.0, 500.0, 105.72247314453125, -71.57368469238281
75.0, -65.0, 500.0, 110.86592864990234, -72.68843078613281
80.0, -65.0, 500.0, 116.4600601196289, -73.80657196044922
85.0, -65.0, 500.0, 122.60054779052734, -74.90963745117188
90.0, -65.0, 500.0, 129.39454650878906, -75.97544860839844
95.0, -65.0, 500.0, 136.9552459716797, -76.977783203125
100.0, -65.0, 500.0, 145.38812255859375, -77.88616180419922
105.0, -65.0, 500.0, 154.76443481445312, -78.66620635986328
